order_id,product_id,order_quantity,due_date,priority_level,customer_type
O1148,PR1,2054,2024-02-02,High,Domestic
O1149,PR3,4501,2024-05-28,High,Domestic
O1150,PR3,1888,2024-02-29,Medium,Domestic
O1151,PR1,2595,2024-06-13,High,Domestic
O1152,PR2,4405,2024-01-25,Medium,Domestic
O1153,PR4,2113,2024-06-06,Low,Export
O1154,PR2,4635,2024-04-12,Medium,Domestic
O1155,PR3,2577,2024-05-14,High,Export
O1156,PR4,2137,2024-02-10,Low,Domestic
O1157,PR3,2137,2024-02-15,Low,Domestic
O1158,PR2,4745,2024-04-22,Medium,Export
O1159,PR4,1550,2024-03-20,Low,Export
O1160,PR1,1460,2024-04-25,Medium,Export
O1161,PR1,3227,2024-03-27,Low,Export
O1162,PR2,1227,2024-02-14,Medium,Export
O1163,PR5,3966,2024-05-08,Medium,Export
O1164,PR2,823,2024-03-05,Medium,Domestic
O1165,PR4,3176,2024-03-30,Medium,Export
O1166,PR3,1594,2024-04-02,Medium,Export
O1167,PR1,1887,2024-02-11,High,Domestic
O1168,PR1,4977,2024-02-03,Medium,Domestic
O1169,PR2,1048,2024-03-08,Low,Export
O1170,PR4,3281,2024-04-25,Low,Export
O1171,PR3,3072,2024-05-04,High,Export
O1172,PR2,3176,2024-03-29,Low,Domestic
O1173,PR3,2936,2024-01-28,Medium,Export
O1174,PR1,1577,2024-05-11,Medium,Export
O1175,PR4,4179,2024-01-12,Medium,Domestic
O1176,PR2,3592,2024-03-26,Low,Export
O1177,PR4,3591,2024-04-22,High,Domestic
O1178,PR5,4678,2024-05-31,High,Export
O1179,PR4,3604,2024-06-26,High,Export
O1180,PR2,1703,2024-02-22,Low,Export
O1181,PR1,2945,2024-05-22,Medium,Domestic
O1182,PR4,3494,2024-04-25,High,Export
O1183,PR2,2874,2024-01-17,Low,Export
O1184,PR5,3135,2024-06-15,Medium,Domestic
O1185,PR3,3753,2024-02-06,High,Export
O1186,PR2,2373,2024-03-17,Low,Domestic
O1187,PR5,1105,2024-01-26,Low,Export
O1188,PR5,1671,2024-01-31,Medium,Export
O1189,PR3,3866,2024-06-08,Low,Domestic
O1190,PR5,3107,2024-02-14,Medium,Domestic
O1191,PR3,2808,2024-05-06,Medium,Export
O1192,PR1,1126,2024-05-24,Medium,Export
O1193,PR3,2224,2024-05-28,Low,Export
O1194,PR3,514,2024-02-20,Low,Export
O1195,PR4,4223,2024-04-01,Low,Domestic
O1196,PR5,2531,2024-02-08,High,Export
O1197,PR4,1428,2024-05-10,Medium,Export
O1198,PR4,4359,2024-02-28,Medium,Domestic
O1199,PR5,1030,2024-04-23,Low,Export
O1200,PR5,1233,2024-04-18,Medium,Domestic
