run_id,date,plant_id,line_id,shift_id,product_id,planned_units,actual_units,run_hours,downtime_minutes,scrap_units
R795,2024-02-21,P1,L1,S3,PR2,738,732,7.57,26,7
R796,2024-02-21,P1,L2,S1,PR5,665,639,7.5,30,20
R797,2024-02-21,P1,L2,S2,PR1,639,618,7.55,27,11
R798,2024-02-21,P1,L2,S3,PR1,617,612,7.58,25,11
R799,2024-02-21,P1,L3,S1,PR4,554,538,7.77,14,20
R800,2024-02-21,P1,L3,S2,PR2,539,522,7.58,25,20
R801,2024-02-21,P1,L3,S3,PR1,523,509,7.77,14,11
R802,2024-02-21,P2,L4,S1,PR4,725,711,7.75,15,22
R803,2024-02-21,P2,L4,S2,PR1,784,782,7.68,19,25
R804,2024-02-21,P2,L4,S3,PR3,760,758,7.75,15,23
R805,2024-02-21,P2,L5,S1,PR5,637,630,7.9,6,18
R806,2024-02-21,P2,L5,S2,PR4,623,593,7.6,24,12
R807,2024-02-21,P2,L5,S3,PR4,603,585,7.65,21,13
R808,2024-02-21,P2,L6,S1,PR3,523,502,7.67,20,10
R809,2024-02-21,P2,L6,S2,PR3,498,492,7.78,13,11
R810,2024-02-21,P2,L6,S3,PR4,438,434,7.1,54,15
R811,2024-02-22,P1,L1,S1,PR5,810,788,7.42,35,28
R812,2024-02-22,P1,L1,S2,PR4,765,735,7.75,15,22
R813,2024-02-22,P1,L1,S3,PR5,690,660,7.65,21,19
R814,2024-02-22,P1,L2,S1,PR4,702,692,7.63,22,13
R815,2024-02-22,P1,L2,S2,PR3,633,623,7.72,17,9
R816,2024-02-22,P1,L2,S3,PR4,729,724,8.0,0,13
R817,2024-02-22,P1,L3,S1,PR3,507,484,7.43,34,12
R818,2024-02-22,P1,L3,S2,PR1,539,519,7.73,16,18
R819,2024-02-22,P1,L3,S3,PR4,486,473,7.43,34,10
R820,2024-02-22,P2,L4,S1,PR4,692,675,7.58,25,18
R821,2024-02-22,P2,L4,S2,PR4,747,745,7.73,16,19
R822,2024-02-22,P2,L4,S3,PR4,715,703,7.97,2,13
R823,2024-02-22,P2,L5,S1,PR2,687,670,7.9,6,26
R824,2024-02-22,P2,L5,S2,PR2,667,637,7.67,20,6
R825,2024-02-22,P2,L5,S3,PR4,635,607,7.75,15,10
R826,2024-02-22,P2,L6,S1,PR4,519,493,7.62,23,9
R827,2024-02-22,P2,L6,S2,PR1,467,451,7.05,57,9
R828,2024-02-22,P2,L6,S3,PR2,480,456,7.07,56,8
R829,2024-02-23,P1,L1,S1,PR5,765,759,7.18,49,8
R830,2024-02-23,P1,L1,S2,PR4,746,742,7.05,57,24
R831,2024-02-23,P1,L1,S3,PR5,756,733,7.7,18,13
R832,2024-02-23,P1,L2,S1,PR2,736,701,7.72,17,11
R833,2024-02-23,P1,L2,S2,PR1,686,677,7.85,9,16
R834,2024-02-23,P1,L2,S3,PR2,560,533,7.5,30,20
R835,2024-02-23,P1,L3,S1,PR5,536,535,7.62,23,6
R836,2024-02-23,P1,L3,S2,PR2,512,495,7.18,49,8
R837,2024-02-23,P1,L3,S3,PR2,469,460,7.23,46,15
R838,2024-02-23,P2,L4,S1,PR1,742,726,7.82,11,10
R839,2024-02-23,P2,L4,S2,PR2,748,725,7.52,29,21
R840,2024-02-23,P2,L4,S3,PR4,769,740,7.88,7,15
R841,2024-02-23,P2,L5,S1,PR1,657,639,7.97,2,23
R842,2024-02-23,P2,L5,S2,PR5,650,640,7.58,25,7
R843,2024-02-23,P2,L5,S3,PR2,580,554,7.75,15,21
R844,2024-02-23,P2,L6,S1,PR2,523,510,7.08,55,8
R845,2024-02-23,P2,L6,S2,PR5,528,503,7.18,49,9
R846,2024-02-23,P2,L6,S3,PR5,455,450,7.32,41,10
R847,2024-02-24,P1,L1,S1,PR1,667,635,7.23,46,9
R848,2024-02-24,P1,L1,S2,PR4,897,872,7.82,11,14
R849,2024-02-24,P1,L1,S3,PR2,755,753,7.78,13,11
R850,2024-02-24,P1,L2,S1,PR5,695,693,7.65,21,27
R851,2024-02-24,P1,L2,S2,PR3,626,608,7.83,10,16
R852,2024-02-24,P1,L2,S3,PR5,662,631,7.77,14,18
R853,2024-02-24,P1,L3,S1,PR5,519,512,7.2,48,7
R854,2024-02-24,P1,L3,S2,PR4,516,502,7.33,40,15
R855,2024-02-24,P1,L3,S3,PR1,528,519,7.63,22,7
R856,2024-02-24,P2,L4,S1,PR3,699,683,7.8,12,22
R857,2024-02-24,P2,L4,S2,PR2,733,696,7.72,17,14
R858,2024-02-24,P2,L4,S3,PR2,701,698,7.68,19,11
R859,2024-02-24,P2,L5,S1,PR3,619,598,7.98,1,21
R860,2024-02-24,P2,L5,S2,PR3,690,680,7.98,1,8
R861,2024-02-24,P2,L5,S3,PR1,589,573,7.68,19,17
R862,2024-02-24,P2,L6,S1,PR4,470,449,7.15,51,8
R863,2024-02-24,P2,L6,S2,PR4,510,509,7.42,35,5
R864,2024-02-24,P2,L6,S3,PR3,454,448,7.38,37,9
R865,2024-02-26,P1,L1,S1,PR3,872,868,7.65,21,33
R866,2024-02-26,P1,L1,S2,PR5,730,714,7.17,50,14
R867,2024-02-26,P1,L1,S3,PR2,681,666,7.13,52,13
R868,2024-02-26,P1,L2,S1,PR3,691,679,7.52,29,11
R869,2024-02-26,P1,L2,S2,PR1,669,642,7.6,24,7
R870,2024-02-26,P1,L2,S3,PR2,591,562,7.57,26,8
R871,2024-02-26,P1,L3,S1,PR5,515,513,7.5,30,14
R872,2024-02-26,P1,L3,S2,PR2,554,538,7.58,25,14
R873,2024-02-26,P1,L3,S3,PR3,564,543,7.75,15,11
R874,2024-02-26,P2,L4,S1,PR5,757,752,7.78,13,28
R875,2024-02-26,P2,L4,S2,PR1,748,739,7.82,11,17
R876,2024-02-26,P2,L4,S3,PR2,725,706,7.53,28,11
R877,2024-02-26,P2,L5,S1,PR2,601,580,7.75,15,20
R878,2024-02-26,P2,L5,S2,PR5,664,637,7.78,13,7
R879,2024-02-26,P2,L5,S3,PR5,509,504,7.67,20,17
R880,2024-02-26,P2,L6,S1,PR5,495,478,7.42,35,14
R881,2024-02-26,P2,L6,S2,PR5,483,462,7.05,57,16
R882,2024-02-26,P2,L6,S3,PR3,487,475,7.3,42,8
R883,2024-02-27,P1,L1,S1,PR2,723,691,7.05,57,22
R884,2024-02-27,P1,L1,S2,PR5,779,740,7.42,35,16
R885,2024-02-27,P1,L1,S3,PR5,722,721,7.57,26,12
R886,2024-02-27,P1,L2,S1,PR2,690,665,7.83,10,12
R887,2024-02-27,P1,L2,S2,PR5,729,719,7.98,1,25
R888,2024-02-27,P1,L2,S3,PR4,587,570,7.6,24,10
R889,2024-02-27,P1,L3,S1,PR1,578,572,7.7,18,8
R890,2024-02-27,P1,L3,S2,PR3,497,481,7.48,31,17
R891,2024-02-27,P1,L3,S3,PR2,458,448,7.17,50,13
R892,2024-02-27,P2,L4,S1,PR3,796,759,7.62,23,19
R893,2024-02-27,P2,L4,S2,PR5,727,719,7.88,7,19
R894,2024-02-27,P2,L4,S3,PR2,711,709,7.55,27,7
R895,2024-02-27,P2,L5,S1,PR4,651,628,7.52,29,19
R896,2024-02-27,P2,L5,S2,PR2,587,579,7.68,19,7
R897,2024-02-27,P2,L5,S3,PR1,705,682,7.98,1,25
R898,2024-02-27,P2,L6,S1,PR2,592,586,7.63,22,18
R899,2024-02-27,P2,L6,S2,PR5,467,465,7.22,47,14
R900,2024-02-27,P2,L6,S3,PR3,532,524,7.72,17,18
R901,2024-02-28,P1,L1,S1,PR4,835,801,7.55,27,16
R902,2024-02-28,P1,L1,S2,PR2,713,689,7.0,60,27
R903,2024-02-28,P1,L1,S3,PR1,795,784,7.78,13,21
R904,2024-02-28,P1,L2,S1,PR1,718,716,7.82,11,17
R905,2024-02-28,P1,L2,S2,PR3,653,646,7.92,5,20
R906,2024-02-28,P1,L2,S3,PR5,607,588,7.5,30,6
R907,2024-02-28,P1,L3,S1,PR3,466,459,7.25,45,15
R908,2024-02-28,P1,L3,S2,PR5,487,475,7.07,56,18
R909,2024-02-28,P1,L3,S3,PR5,509,501,7.67,20,17
R910,2024-02-28,P2,L4,S1,PR5,714,684,7.67,20,23
R911,2024-02-28,P2,L4,S2,PR5,668,638,7.87,8,22
R912,2024-02-28,P2,L4,S3,PR5,762,729,7.83,10,14
R913,2024-02-28,P2,L5,S1,PR5,677,665,7.8,12,22
R914,2024-02-28,P2,L5,S2,PR5,622,598,7.62,23,17
R915,2024-02-28,P2,L5,S3,PR2,651,647,7.7,18,6
R916,2024-02-28,P2,L6,S1,PR3,478,470,7.15,51,5
R917,2024-02-28,P2,L6,S2,PR5,430,415,7.25,45,8
R918,2024-02-28,P2,L6,S3,PR2,468,459,7.35,39,9
R919,2024-02-29,P1,L1,S1,PR1,773,736,7.6,24,24
R920,2024-02-29,P1,L1,S2,PR4,828,798,7.22,47,18
R921,2024-02-29,P1,L1,S3,PR1,727,692,7.83,10,14
R922,2024-02-29,P1,L2,S1,PR1,707,705,7.52,29,20
R923,2024-02-29,P1,L2,S2,PR2,703,674,7.52,29,15
R924,2024-02-29,P1,L2,S3,PR2,717,708,7.95,3,9
R925,2024-02-29,P1,L3,S1,PR1,465,451,7.0,60,17
R926,2024-02-29,P1,L3,S2,PR2,492,469,7.4,36,11
R927,2024-02-29,P1,L3,S3,PR2,458,451,7.0,60,14
R928,2024-02-29,P2,L4,S1,PR2,707,686,7.72,17,13
R929,2024-02-29,P2,L4,S2,PR5,684,656,7.73,16,16
R930,2024-02-29,P2,L4,S3,PR4,662,637,7.55,27,11
R931,2024-02-29,P2,L5,S1,PR4,640,627,7.57,26,7
R932,2024-02-29,P2,L5,S2,PR5,656,625,7.82,11,24
R933,2024-02-29,P2,L5,S3,PR3,598,586,7.85,9,16
R934,2024-02-29,P2,L6,S1,PR1,500,491,7.7,18,8
R935,2024-02-29,P2,L6,S2,PR3,486,478,7.05,57,13
R936,2024-02-29,P2,L6,S3,PR3,410,395,7.08,55,7
R937,2024-03-01,P1,L1,S1,PR3,824,821,7.38,37,10
R938,2024-03-01,P1,L1,S2,PR1,782,748,7.3,42,28
R939,2024-03-01,P1,L1,S3,PR1,746,716,7.25,45,19
R940,2024-03-01,P1,L2,S1,PR4,690,679,7.7,18,20
R941,2024-03-01,P1,L2,S2,PR1,674,659,7.77,14,11
R942,2024-03-01,P1,L2,S3,PR5,652,634,7.88,7,24
R943,2024-03-01,P1,L3,S1,PR3,556,533,7.43,34,16
R944,2024-03-01,P1,L3,S2,PR1,522,521,7.57,26,6
R945,2024-03-01,P1,L3,S3,PR3,469,447,7.08,55,14
R946,2024-03-01,P2,L4,S1,PR5,741,737,7.73,16,16
R947,2024-03-01,P2,L4,S2,PR2,734,723,7.78,13,7
R948,2024-03-01,P2,L4,S3,PR1,621,608,7.53,28,17
R949,2024-03-01,P2,L5,S1,PR2,599,590,7.73,16,7
R950,2024-03-01,P2,L5,S2,PR2,692,664,7.97,2,24
R951,2024-03-01,P2,L5,S3,PR5,568,547,7.57,26,9
R952,2024-03-01,P2,L6,S1,PR5,457,435,7.22,47,10
R953,2024-03-01,P2,L6,S2,PR5,525,516,7.67,20,6
R954,2024-03-01,P2,L6,S3,PR1,527,525,7.78,13,18
R955,2024-03-02,P1,L1,S1,PR1,845,842,7.78,13,22
R956,2024-03-02,P1,L1,S2,PR5,833,799,7.68,19,22
R957,2024-03-02,P1,L1,S3,PR1,786,767,7.5,30,9
R958,2024-03-02,P1,L2,S1,PR3,719,696,7.78,13,26
R959,2024-03-02,P1,L2,S2,PR1,746,718,8.0,0,15
R960,2024-03-02,P1,L2,S3,PR4,756,752,7.98,1,22
R961,2024-03-02,P1,L3,S1,PR2,490,480,7.07,56,8
R962,2024-03-02,P1,L3,S2,PR2,566,557,7.43,34,12
R963,2024-03-02,P1,L3,S3,PR5,530,528,7.13,52,6
R964,2024-03-02,P2,L4,S1,PR4,700,693,7.57,26,13
R965,2024-03-02,P2,L4,S2,PR5,717,691,7.58,25,17
R966,2024-03-02,P2,L4,S3,PR2,726,691,7.98,1,17
R967,2024-03-02,P2,L5,S1,PR1,617,606,7.6,24,10
R968,2024-03-02,P2,L5,S2,PR5,716,685,7.92,5,10
R969,2024-03-02,P2,L5,S3,PR5,653,646,7.92,5,19
R970,2024-03-02,P2,L6,S1,PR4,509,486,7.57,26,9
R971,2024-03-02,P2,L6,S2,PR1,482,470,7.78,13,12
R972,2024-03-02,P2,L6,S3,PR5,430,416,7.28,43,8
R973,2024-03-04,P1,L1,S1,PR1,837,808,7.72,17,30
R974,2024-03-04,P1,L1,S2,PR5,807,805,7.42,35,15
R975,2024-03-04,P1,L1,S3,PR3,710,707,7.1,54,25
R976,2024-03-04,P1,L2,S1,PR1,601,574,7.82,11,12
R977,2024-03-04,P1,L2,S2,PR3,693,665,7.8,12,23
R978,2024-03-04,P1,L2,S3,PR3,739,727,7.55,27,25
R979,2024-03-04,P1,L3,S1,PR4,523,508,7.27,44,14
R980,2024-03-04,P1,L3,S2,PR5,544,521,7.48,31,15
R981,2024-03-04,P1,L3,S3,PR2,500,480,7.3,42,6
R982,2024-03-04,P2,L4,S1,PR3,701,671,7.65,21,6
R983,2024-03-04,P2,L4,S2,PR4,778,759,7.62,23,11
R984,2024-03-04,P2,L4,S3,PR3,722,688,7.5,30,7
R985,2024-03-04,P2,L5,S1,PR1,633,604,7.9,6,10
R986,2024-03-04,P2,L5,S2,PR3,596,581,7.68,19,16
R987,2024-03-04,P2,L5,S3,PR5,573,550,7.93,4,21
R988,2024-03-04,P2,L6,S1,PR4,462,453,7.23,46,12
R989,2024-03-04,P2,L6,S2,PR4,453,442,7.55,27,13
R990,2024-03-04,P2,L6,S3,PR3,410,403,7.43,34,6
R991,2024-03-05,P1,L1,S1,PR4,652,647,7.27,44,18
R992,2024-03-05,P1,L1,S2,PR5,776,757,7.35,39,10
R993,2024-03-05,P1,L1,S3,PR4,711,687,7.57,26,9
R994,2024-03-05,P1,L2,S1,PR4,703,692,7.88,7,11
R995,2024-03-05,P1,L2,S2,PR5,699,671,7.58,25,16
R996,2024-03-05,P1,L2,S3,PR5,653,634,7.98,1,6
R997,2024-03-05,P1,L3,S1,PR5,626,614,7.75,15,18
R998,2024-03-05,P1,L3,S2,PR2,491,472,7.45,33,4
R999,2024-03-05,P1,L3,S3,PR1,514,509,7.62,23,17
R1000,2024-03-05,P2,L4,S1,PR1,842,835,7.92,5,20
R1001,2024-03-05,P2,L4,S2,PR4,803,780,7.82,11,12
R1002,2024-03-05,P2,L4,S3,PR4,679,674,7.73,16,24
R1003,2024-03-05,P2,L5,S1,PR2,637,617,7.98,1,21
R1004,2024-03-05,P2,L5,S2,PR2,637,633,7.65,21,10
R1005,2024-03-05,P2,L5,S3,PR5,657,655,7.93,4,7
R1006,2024-03-05,P2,L6,S1,PR2,418,410,7.27,44,5
R1007,2024-03-05,P2,L6,S2,PR5,524,509,7.43,34,20
R1008,2024-03-05,P2,L6,S3,PR3,426,416,7.07,56,8
R1009,2024-03-06,P1,L1,S1,PR1,783,758,7.7,18,9
R1010,2024-03-06,P1,L1,S2,PR1,769,744,7.82,11,17
R1011,2024-03-06,P1,L1,S3,PR4,762,750,7.27,44,7
R1012,2024-03-06,P1,L2,S1,PR3,754,724,8.0,0,21
R1013,2024-03-06,P1,L2,S2,PR5,664,657,7.63,22,21
R1014,2024-03-06,P1,L2,S3,PR1,636,621,7.67,20,7
R1015,2024-03-06,P1,L3,S1,PR3,560,553,7.77,14,18
R1016,2024-03-06,P1,L3,S2,PR1,567,561,7.45,33,14
R1017,2024-03-06,P1,L3,S3,PR4,515,505,7.58,25,16
R1018,2024-03-06,P2,L4,S1,PR1,727,696,7.9,6,11
R1019,2024-03-06,P2,L4,S2,PR1,784,780,7.97,2,25
R1020,2024-03-06,P2,L4,S3,PR1,725,710,7.73,16,21
R1021,2024-03-06,P2,L5,S1,PR5,646,634,7.65,21,9
R1022,2024-03-06,P2,L5,S2,PR4,695,676,7.9,6,21
R1023,2024-03-06,P2,L5,S3,PR3,592,571,7.92,5,9
R1024,2024-03-06,P2,L6,S1,PR5,490,470,7.72,17,10
R1025,2024-03-06,P2,L6,S2,PR2,510,489,7.73,16,6
R1026,2024-03-06,P2,L6,S3,PR4,503,495,7.67,20,10
R1027,2024-03-07,P1,L1,S1,PR5,798,789,7.35,39,14
R1028,2024-03-07,P1,L1,S2,PR1,823,810,7.37,38,14
R1029,2024-03-07,P1,L1,S3,PR4,778,751,7.73,16,13
R1030,2024-03-07,P1,L2,S1,PR4,692,664,7.63,22,20
R1031,2024-03-07,P1,L2,S2,PR3,678,653,7.52,29,19
R1032,2024-03-07,P1,L2,S3,PR5,596,590,7.83,10,19
R1033,2024-03-07,P1,L3,S1,PR1,517,493,7.65,21,15
R1034,2024-03-07,P1,L3,S2,PR2,521,504,7.17,50,11
R1035,2024-03-07,P1,L3,S3,PR1,505,480,7.45,33,14
R1036,2024-03-07,P2,L4,S1,PR1,661,638,7.5,30,23
R1037,2024-03-07,P2,L4,S2,PR3,737,733,7.77,14,29
R1038,2024-03-07,P2,L4,S3,PR4,734,727,7.7,18,25
R1039,2024-03-07,P2,L5,S1,PR3,686,654,8.0,0,8
R1040,2024-03-07,P2,L5,S2,PR1,579,578,7.6,24,11
R1041,2024-03-07,P2,L5,S3,PR5,618,613,7.5,30,24
R1042,2024-03-07,P2,L6,S1,PR1,523,503,7.67,20,5
R1043,2024-03-07,P2,L6,S2,PR5,442,420,7.12,53,8
R1044,2024-03-07,P2,L6,S3,PR4,465,459,7.58,25,12
R1045,2024-03-08,P1,L1,S1,PR3,825,793,7.37,38,8
R1046,2024-03-08,P1,L1,S2,PR3,737,728,7.55,27,20
R1047,2024-03-08,P1,L1,S3,PR5,735,718,7.22,47,20
R1048,2024-03-08,P1,L2,S1,PR3,708,703,7.58,25,19
R1049,2024-03-08,P1,L2,S2,PR5,697,688,7.87,8,16
R1050,2024-03-08,P1,L2,S3,PR1,662,652,7.97,2,14
R1051,2024-03-08,P1,L3,S1,PR3,553,551,7.65,21,20
R1052,2024-03-08,P1,L3,S2,PR1,474,458,7.32,41,11
R1053,2024-03-08,P1,L3,S3,PR3,493,482,7.17,50,5
R1054,2024-03-08,P2,L4,S1,PR3,806,784,7.93,4,23
R1055,2024-03-08,P2,L4,S2,PR1,702,699,7.72,17,10
R1056,2024-03-08,P2,L4,S3,PR2,754,735,7.58,25,22
R1057,2024-03-08,P2,L5,S1,PR3,705,679,7.98,1,9
R1058,2024-03-08,P2,L5,S2,PR5,674,661,7.5,30,18
R1059,2024-03-08,P2,L5,S3,PR5,630,612,7.73,16,18
R1060,2024-03-08,P2,L6,S1,PR1,449,445,7.17,50,6
R1061,2024-03-08,P2,L6,S2,PR3,561,556,7.82,11,18
R1062,2024-03-08,P2,L6,S3,PR4,509,508,7.78,13,13
R1063,2024-03-09,P1,L1,S1,PR2,652,624,7.22,47,16
R1064,2024-03-09,P1,L1,S2,PR2,738,711,7.12,53,26
R1065,2024-03-09,P1,L1,S3,PR5,848,820,7.7,18,9
R1066,2024-03-09,P1,L2,S1,PR3,765,727,7.98,1,16
R1067,2024-03-09,P1,L2,S2,PR5,695,690,7.82,11,25
R1068,2024-03-09,P1,L2,S3,PR4,608,597,7.68,19,9
R1069,2024-03-09,P1,L3,S1,PR5,528,509,7.25,45,17
R1070,2024-03-09,P1,L3,S2,PR4,473,472,7.05,57,5
R1071,2024-03-09,P1,L3,S3,PR3,488,487,7.25,45,11
R1072,2024-03-09,P2,L4,S1,PR5,786,780,7.77,14,9
R1073,2024-03-09,P2,L4,S2,PR2,720,719,7.67,20,24
R1074,2024-03-09,P2,L4,S3,PR3,712,706,7.9,6,26
R1075,2024-03-09,P2,L5,S1,PR2,651,620,7.88,7,10
R1076,2024-03-09,P2,L5,S2,PR5,603,579,7.53,28,13
R1077,2024-03-09,P2,L5,S3,PR2,582,557,7.62,23,8
R1078,2024-03-09,P2,L6,S1,PR3,461,460,7.1,54,15
R1079,2024-03-09,P2,L6,S2,PR3,491,473,7.47,32,16
R1080,2024-03-09,P2,L6,S3,PR2,482,465,7.53,28,8
R1081,2024-03-11,P1,L1,S1,PR1,799,769,7.78,13,15
R1082,2024-03-11,P1,L1,S2,PR1,731,719,7.07,56,8
R1083,2024-03-11,P1,L1,S3,PR1,794,760,7.7,18,15
R1084,2024-03-11,P1,L2,S1,PR4,677,672,7.95,3,9
R1085,2024-03-11,P1,L2,S2,PR3,680,656,7.75,15,17
R1086,2024-03-11,P1,L2,S3,PR3,620,613,7.88,7,8
R1087,2024-03-11,P1,L3,S1,PR1,513,491,7.22,47,14
R1088,2024-03-11,P1,L3,S2,PR2,581,559,7.17,50,13
R1089,2024-03-11,P1,L3,S3,PR2,472,455,7.15,51,15
R1090,2024-03-11,P2,L4,S1,PR3,705,671,7.65,21,15
R1091,2024-03-11,P2,L4,S2,PR5,842,824,7.92,5,24
R1092,2024-03-11,P2,L4,S3,PR1,675,667,7.55,27,23
R1093,2024-03-11,P2,L5,S1,PR5,669,663,7.83,10,26
R1094,2024-03-11,P2,L5,S2,PR5,569,565,7.65,21,11
R1095,2024-03-11,P2,L5,S3,PR3,594,586,7.57,26,14
R1096,2024-03-11,P2,L6,S1,PR4,475,462,7.83,10,16
R1097,2024-03-11,P2,L6,S2,PR1,490,475,7.05,57,9
R1098,2024-03-11,P2,L6,S3,PR5,463,450,7.62,23,14
R1099,2024-03-12,P1,L1,S1,PR2,781,779,7.5,30,11
R1100,2024-03-12,P1,L1,S2,PR4,792,774,7.63,22,21
R1101,2024-03-12,P1,L1,S3,PR4,884,849,7.83,10,22
R1102,2024-03-12,P1,L2,S1,PR2,658,637,7.55,27,19
R1103,2024-03-12,P1,L2,S2,PR2,680,652,7.63,22,11
R1104,2024-03-12,P1,L2,S3,PR3,600,576,7.75,15,8
R1105,2024-03-12,P1,L3,S1,PR3,525,523,7.7,18,20
R1106,2024-03-12,P1,L3,S2,PR4,556,544,7.55,27,7
R1107,2024-03-12,P1,L3,S3,PR3,534,517,7.5,30,6
R1108,2024-03-12,P2,L4,S1,PR5,736,719,7.83,10,25
R1109,2024-03-12,P2,L4,S2,PR1,736,723,7.85,9,12
R1110,2024-03-12,P2,L4,S3,PR2,751,721,8.0,0,26
R1111,2024-03-12,P2,L5,S1,PR5,598,568,7.52,29,20
R1112,2024-03-12,P2,L5,S2,PR4,620,613,7.82,11,17
R1113,2024-03-12,P2,L5,S3,PR3,571,555,7.53,28,11
R1114,2024-03-12,P2,L6,S1,PR3,502,479,7.42,35,11
R1115,2024-03-12,P2,L6,S2,PR1,453,435,7.25,45,16
R1116,2024-03-12,P2,L6,S3,PR4,455,442,7.62,23,10
R1117,2024-03-13,P1,L1,S1,PR1,734,715,7.2,48,16
R1118,2024-03-13,P1,L1,S2,PR4,799,782,7.38,37,31
R1119,2024-03-13,P1,L1,S3,PR3,718,711,7.45,33,10
R1120,2024-03-13,P1,L2,S1,PR1,757,720,7.98,1,11
R1121,2024-03-13,P1,L2,S2,PR4,681,667,7.68,19,24
R1122,2024-03-13,P1,L2,S3,PR3,546,532,7.55,27,13
R1123,2024-03-13,P1,L3,S1,PR1,459,455,7.4,36,6
R1124,2024-03-13,P1,L3,S2,PR2,586,557,7.58,25,13
R1125,2024-03-13,P1,L3,S3,PR2,481,471,7.52,29,8
R1126,2024-03-13,P2,L4,S1,PR2,779,746,7.9,6,15
R1127,2024-03-13,P2,L4,S2,PR1,743,733,7.88,7,10
R1128,2024-03-13,P2,L4,S3,PR1,775,766,7.9,6,13
R1129,2024-03-13,P2,L5,S1,PR3,658,655,7.58,25,14
R1130,2024-03-13,P2,L5,S2,PR4,729,694,7.9,6,7
R1131,2024-03-13,P2,L5,S3,PR3,622,615,7.85,9,10
R1132,2024-03-13,P2,L6,S1,PR2,547,529,7.73,16,5
R1133,2024-03-13,P2,L6,S2,PR1,510,508,7.7,18,9
R1134,2024-03-13,P2,L6,S3,PR2,468,458,7.42,35,13
R1135,2024-03-14,P1,L1,S1,PR3,799,796,7.22,47,29
R1136,2024-03-14,P1,L1,S2,PR1,744,734,7.23,46,13
R1137,2024-03-14,P1,L1,S3,PR5,756,755,7.22,47,14
R1138,2024-03-14,P1,L2,S1,PR5,754,729,7.92,5,9
R1139,2024-03-14,P1,L2,S2,PR5,614,593,7.7,18,20
R1140,2024-03-14,P1,L2,S3,PR3,642,639,7.93,4,9
R1141,2024-03-14,P1,L3,S1,PR1,525,500,7.2,48,6
R1142,2024-03-14,P1,L3,S2,PR2,511,489,7.35,39,13
R1143,2024-03-14,P1,L3,S3,PR2,521,501,7.82,11,12
R1144,2024-03-14,P2,L4,S1,PR2,611,600,7.62,23,19
R1145,2024-03-14,P2,L4,S2,PR3,770,766,7.75,15,26
R1146,2024-03-14,P2,L4,S3,PR4,775,765,7.78,13,8
R1147,2024-03-14,P2,L5,S1,PR4,619,600,7.83,10,21
R1148,2024-03-14,P2,L5,S2,PR1,727,723,7.92,5,26
R1149,2024-03-14,P2,L5,S3,PR1,643,619,7.63,22,9
R1150,2024-03-14,P2,L6,S1,PR3,476,456,7.7,18,9
R1151,2024-03-14,P2,L6,S2,PR5,548,523,7.77,14,16
R1152,2024-03-14,P2,L6,S3,PR2,435,424,7.1,54,7
R1153,2024-03-15,P1,L1,S1,PR3,707,692,7.52,29,15
R1154,2024-03-15,P1,L1,S2,PR5,750,718,7.13,52,9
R1155,2024-03-15,P1,L1,S3,PR4,816,789,7.77,14,25
R1156,2024-03-15,P1,L2,S1,PR3,686,674,7.75,15,25
R1157,2024-03-15,P1,L2,S2,PR2,714,701,8.0,0,25
R1158,2024-03-15,P1,L2,S3,PR5,695,674,7.78,13,13
R1159,2024-03-15,P1,L3,S1,PR5,501,490,7.17,50,11
R1160,2024-03-15,P1,L3,S2,PR3,539,515,7.62,23,20
R1161,2024-03-15,P1,L3,S3,PR5,549,522,7.58,25,15
R1162,2024-03-15,P2,L4,S1,PR3,752,734,7.52,29,9
R1163,2024-03-15,P2,L4,S2,PR4,738,712,7.52,29,27
R1164,2024-03-15,P2,L4,S3,PR5,646,640,7.65,21,25
R1165,2024-03-15,P2,L5,S1,PR1,592,563,7.95,3,6
R1166,2024-03-15,P2,L5,S2,PR3,605,595,7.62,23,14
R1167,2024-03-15,P2,L5,S3,PR1,650,625,7.98,1,17
R1168,2024-03-15,P2,L6,S1,PR1,463,448,7.6,24,15
R1169,2024-03-15,P2,L6,S2,PR5,503,486,7.67,20,10
R1170,2024-03-15,P2,L6,S3,PR4,485,480,7.22,47,9
R1171,2024-03-16,P1,L1,S1,PR4,725,719,7.52,29,11
R1172,2024-03-16,P1,L1,S2,PR3,660,639,7.45,33,21
R1173,2024-03-16,P1,L1,S3,PR3,746,725,7.68,19,13
R1174,2024-03-16,P1,L2,S1,PR4,742,739,7.92,5,10
R1175,2024-03-16,P1,L2,S2,PR3,668,652,7.52,29,7
R1176,2024-03-16,P1,L2,S3,PR3,666,648,7.82,11,14
R1177,2024-03-16,P1,L3,S1,PR1,506,505,7.02,59,13
R1178,2024-03-16,P1,L3,S2,PR4,495,487,7.45,33,5
R1179,2024-03-16,P1,L3,S3,PR1,457,448,7.32,41,17
R1180,2024-03-16,P2,L4,S1,PR5,754,741,7.88,7,9
R1181,2024-03-16,P2,L4,S2,PR4,773,749,7.68,19,26
R1182,2024-03-16,P2,L4,S3,PR4,618,612,7.73,16,17
R1183,2024-03-16,P2,L5,S1,PR3,607,579,7.88,7,11
R1184,2024-03-16,P2,L5,S2,PR5,632,613,7.88,7,18
R1185,2024-03-16,P2,L5,S3,PR1,608,589,7.98,1,9
R1186,2024-03-16,P2,L6,S1,PR1,492,471,7.38,37,16
R1187,2024-03-16,P2,L6,S2,PR5,478,458,7.28,43,16
